img_name,question,answer,BERT_score
synpic32933.jpg,What is the abnormality by the right hemidiaphragm?,right lobe mass,-0.03431510180234909
synpic22156.jpg,How do you know that small bowel and colon are on different sides of midline?,Because of the presence of the appendix,-0.015128441154956818
synpic37605.jpg,What MRI imaging sequence is shown above?,FLAIR,-0.010698487050831318
synpic23989.jpg,What plane is demonstrated?,PA,-0.005263198167085648
synpic44995.jpg,what is the most likely etiology,PRES,0.004510675091296434
synpic32933.jpg,What is under the right hemidiaphragm?,The liver,0.013490467332303524
synpic50848.jpg,What is the most likely diagnosis?,Multiple sclerosis,0.015500734560191631
synpic17675.jpg,What sign determines the absence of a pleural effusion?,No pneumothorax,0.022790169343352318
synpic29048.jpg,The soft-tissue density seen in this image contains what?,nipple shadow,0.027100510895252228
synpic59935.jpg,What area of cerebrum is visible?,None,0.03208838030695915
synpic60543.jpg,The image probably had what incidental finding?,none,0.03253033757209778
synpic22156.jpg,What are defining radiological features of the small bowel?,Air-fluid levels,0.032988063991069794
synpic29048.jpg,Where is the abnormality located in this image?,Right side of the trachea,0.05805404111742973
synpic52248.jpg,What imaging modality was used?,MRI,0.06337619572877884
synpic9872.jpg,What is the imaging modality?,MRI,0.06337619572877884
synpic34054.jpg,What is the condition of the patient,stable,0.06435752660036087
synpic29219.jpg,What is seen in the right kidney?,contrast,0.07960047572851181
synpic31400.jpg,What is seen in the lung apices?,No consolidation,0.08436428010463715
synpic43648.jpg,How can you tell if contrast has been utilized?,Enhancement of vessels,0.09375763684511185
synpic22156.jpg,What could cause this finding?,Stones in the bile ducts,0.10007276386022568
synpic47196.jpg,What are the structures near the vertebral column?,Aorta and esophagus,0.10268271714448929
synpic19118.jpg,What is this lucency amid densities in the right lung?,pleural effusion,0.10887978971004486
synpic48749.jpg,Is this cancer or hemorrhage?,Hemorrhage,0.1135827973484993
synpic43648.jpg,What are the dark areas at the top of the picture?,Contrast in the lung,0.12406031787395477
synpic59935.jpg,What does the abnormality in this image represent?,Diffuse,0.13148553669452667
synpic41667.jpg,What structure is superimposed on the left hemidiaphragm?,The heart,0.1322013884782791
synpic38630.jpg,the internal gas and enhancing rim suggests what type of lesion?,abscess,0.13249853253364563
synpic38630.jpg,What type of hepatic lesion has internal gas and enhancing rim?,Abscess,0.13249853253364563
synpic49027.jpg,what is the primary pathology,hydronephrosis,0.1327674835920334
synpic50848.jpg,What term is synonymous with lens-shaped?,Coated,0.13332855701446533
synpic44995.jpg,What is most likely causing these lesions?,HIV infection,0.13456431031227112
synpic60543.jpg,What was probably found incidentally on this image?,retinal pigment epithelial thickening,0.13549144566059113
synpic22156.jpg,How do you distinguish large bowel?,by air/fluid levels,0.14087244868278503
synpic22156.jpg,How do you identify small bowel?,air-fluid level,0.14123748242855072
synpic21700.jpg,what is the location of the mass?,cecum,0.1430148333311081
synpic21604.jpg,What does the black area signify?,Air,0.1488957703113556
synpic54802.jpg,Where are the infarcts seen?,"basal ganglia, cerebellum, cerebral cortex",0.15033702552318573
synpic48749.jpg,The dark areas of the image show what type of brain matter?,Cerebrospinal fluid,0.15889233350753784
